,Survived,Pclass,Age,SibSp,Parch,Fare,male,Q,S,Capt,Col,Countess,Don,Dr,Major,Master,Miss,Mlle,Mme,Mr,Ms,Rev
826,0,3,25.0,0,0,56.4958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
827,1,2,1.0,0,2,37.0042,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
828,1,3,25.0,0,0,7.75,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
829,1,1,62.0,0,0,80.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
830,1,3,15.0,1,0,14.4542,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
831,1,2,0.83,1,1,18.75,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
832,0,3,25.0,0,0,7.2292,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
833,0,3,23.0,0,0,7.8542,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
834,0,3,18.0,0,0,8.3,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
835,1,1,39.0,1,1,83.1583,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
836,0,3,21.0,0,0,8.6625,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
837,0,3,25.0,0,0,8.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
838,1,3,32.0,0,0,56.4958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
839,1,1,35.0,0,0,29.7,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
840,0,3,20.0,0,0,7.925,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
841,0,2,16.0,0,0,10.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
842,1,1,30.0,0,0,31.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
843,0,3,34.5,0,0,6.4375,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
844,0,3,17.0,0,0,8.6625,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
845,0,3,42.0,0,0,7.55,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
846,0,3,25.0,8,2,69.55,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
847,0,3,35.0,0,0,7.8958,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
848,0,2,28.0,0,1,33.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
849,1,1,35.0,1,0,89.1042,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
850,0,3,4.0,4,2,31.275,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
851,0,3,74.0,0,0,7.775,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
852,0,3,9.0,1,1,15.2458,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
853,1,1,16.0,0,1,39.4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
854,0,2,44.0,1,0,26.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
855,1,3,18.0,0,1,9.35,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
856,1,1,45.0,1,1,164.8667,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
857,1,1,51.0,0,0,26.55,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
858,1,3,24.0,0,3,19.2583,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
859,0,3,25.0,0,0,7.2292,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
860,0,3,41.0,2,0,14.1083,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
861,0,2,21.0,1,0,11.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
862,1,1,48.0,0,0,25.9292,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
863,0,3,22.0,8,2,69.55,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
864,0,2,24.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
865,1,2,42.0,0,0,13.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
866,1,2,27.0,1,0,13.8583,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
867,0,1,31.0,0,0,50.4958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
868,0,3,25.0,0,0,9.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
869,1,3,4.0,1,1,11.1333,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
870,0,3,26.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
871,1,1,47.0,1,1,52.5542,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
872,0,1,33.0,0,0,5.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
873,0,3,47.0,0,0,9.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
874,1,2,28.0,1,0,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
875,1,3,15.0,0,0,7.225,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
876,0,3,20.0,0,0,9.8458,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
877,0,3,19.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
878,0,3,25.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
879,1,1,56.0,0,1,83.1583,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
880,1,2,25.0,0,1,26.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
881,0,3,33.0,0,0,7.8958,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
882,0,3,22.0,0,0,10.5167,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
883,0,2,28.0,0,0,10.5,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
884,0,3,25.0,0,0,7.05,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
885,0,3,39.0,0,5,29.125,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
886,0,2,27.0,0,0,13.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
887,1,1,19.0,0,0,30.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
888,0,3,22.0,1,2,23.45,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
889,1,1,26.0,0,0,30.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
890,0,3,32.0,0,0,7.75,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
